"user_id","ab_group","start_ts","end_ts","pdate"
CmozI2RRa1keXgAhDM2cAg==,B,"2023-05-02 19:58:24.911873","2023-05-02 20:18:08.321549","2023-05-02"
CmozI2RRa1keXgAhDM2cAg==,B,"2023-05-02 21:38:43.148578","2023-05-02 21:49:44.994450","2023-05-02"
CmozI2RRa8IeXgAhDM/tAg==,B,"2023-05-02 20:08:09.916353","2023-05-02 20:18:27.618134","2023-05-02"
CmozI2RRbLAeWQAeDRc4Ag==,A,"2023-05-02 20:05:18.915008","2023-05-02 20:13:54.359181","2023-05-02"
CmozI2RRblUeYQAgDawSAg==,A,"2023-05-02 20:12:05.513443","2023-05-02 20:18:50.916211","2023-05-02"
CmozI2RRd7oeXgAhEVEXAg==,A,"2023-05-02 20:52:17.489611","2023-05-02 21:10:16.942529","2023-05-02"
CmozI2RRdWweYQAgEIqDAg==,B,"2023-05-02 20:43:08.613718","2023-05-02 20:50:06.076554","2023-05-02"
CmozI2RRdcUeXgAhELJkAg==,A,"2023-05-02 20:43:11.242925","2023-05-02 20:55:35.668700","2023-05-02"
CmozI2RRgLMeXgAhFOOUAg==,B,"2023-05-02 21:30:36.802857","2023-05-02 21:38:15.807127","2023-05-02"
CmozI2RRhwQeYQAgF2N/Ag==,B,"2023-05-02 21:57:47.108215","2023-05-02 22:03:06.706965","2023-05-02"
CmozI2RRjTAeYQAgGJXEAg==,B,"2023-05-02 22:23:20.735912","2023-05-02 22:28:37.736507","2023-05-02"
CmozI2RRjcweVwAfGCzxAg==,B,"2023-05-02 22:29:11.751336","2023-05-02 22:36:33.536853","2023-05-02"
CmozI2RRjwweYQAgGJ2DAg==,B,"2023-05-02 22:32:03.546769","2023-05-02 22:37:35.895271","2023-05-02"
CmozI2RRm1weVwAfHEKjAg==,A,"2023-05-02 23:24:05.033128","2023-05-02 23:35:56.749170","2023-05-02"
CmozI2RRsDseYQAgIeu6Ag==,A,"2023-05-03 07:37:16.346440","2023-05-03 08:06:08.807882","2023-05-03"
CmozK2RSP6MwaQAhAwMHAg==,A,"2023-05-03 11:04:31.238160","2023-05-03 11:18:28.939196","2023-05-03"
CmozK2RSQBUwTwAfAwRlAg==,A,"2023-05-03 11:07:45.427418","2023-05-03 11:13:54.634030","2023-05-03"
CmozK2RSQdwwsAApAwXcAg==,B,"2023-05-03 11:14:15.270518","2023-05-03 11:24:52.759197","2023-05-03"
CmozK2RSQdwwsAApAwXcAg==,B,"2023-05-03 11:57:18.568656","2023-05-03 12:04:25.127313","2023-05-03"
CmozK2RSQdwwsAApAwXcAg==,B,"2023-05-03 13:01:11.747991","2023-05-03 13:27:21.785535","2023-05-03"
CmozK2RSR80xFQAmAxJwAg==,B,"2023-05-03 11:39:35.039513","2023-05-03 11:53:20.220934","2023-05-03"
CmozK2RSRFowUAAeAwyyAg==,B,"2023-05-03 11:26:43.990459","2023-05-03 11:33:30.463250","2023-05-03"
CmozK2RSRVUxmQAqAwxdAg==,A,"2023-05-03 11:28:25.576257","2023-05-03 11:35:06.044484","2023-05-03"
CmozK2RSRqsxmQAqAw6uAg==,B,"2023-05-03 11:34:59.272110","2023-05-03 11:43:34.566910","2023-05-03"
CmozK2RSRtIxbAAlAw5AAg==,B,"2023-05-03 11:35:15.431992","2023-05-03 11:48:41.784005","2023-05-03"
CmozK2RSS/Qw1QAjAxoTAg==,A,"2023-05-03 11:57:00.458665","2023-05-03 12:06:31.501082","2023-05-03"
CmozK2RSSK4w1QAjAxQGAg==,B,"2023-05-03 11:43:02.218149","2023-05-03 11:48:39.312252","2023-05-03"
CmozK2RSTRAyyQArAx0ZAg==,B,"2023-05-03 12:01:23.910983","2023-05-03 12:16:23.389746","2023-05-03"
CmozK2RSTi8wggAkAxjaAg==,B,"2023-05-03 12:07:03.527285","2023-05-03 12:30:27.688909","2023-05-03"
CmozK2RSTksxFQAmAxvAAg==,A,"2023-05-03 12:09:01.136184","2023-05-03 12:14:42.970239","2023-05-03"
CmozK2RSVlcyyQArAylvAg==,A,"2023-05-03 12:43:55.069544","2023-05-03 12:49:04.920596","2023-05-03"
CmozK2RSWCIwTwAfAysjAg==,A,"2023-05-03 12:50:08.214545","2023-05-03 12:58:06.832511","2023-05-03"
CmozK2RSWG4y0QAsAyp4Ag==,B,"2023-05-03 12:49:55.286502","2023-05-03 12:58:54.532002","2023-05-03"
CmozK2RSWKAxFQAmAyxpAg==,B,"2023-05-03 12:51:51.438274","2023-05-03 13:01:31.851035","2023-05-03"
CmozK2RSWdEwTwAfAy1fAg==,B,"2023-05-03 12:56:33.989378","2023-05-03 13:02:40.514425","2023-05-03"
CmozK2RSWgEwoAAgAyz3Ag==,B,"2023-05-03 12:57:11.029199","2023-05-03 13:08:05.613956","2023-05-03"
CmozK2RSXXUzFAAtAzSYAg==,A,"2023-05-03 13:12:19.140795","2023-05-03 13:17:56.630314","2023-05-03"
CmozK2RSXXUzFAAtAzSYAg==,A,"2023-05-03 21:10:21.760273","2023-05-03 21:26:12.205560","2023-05-03"
CmozK2RSXcIzFAAtAzUhAg==,A,"2023-05-03 13:13:33.879323","2023-05-03 13:20:34.855733","2023-05-03"
CmozK2RSXrQwfQAoAzggAg==,B,"2023-05-03 13:17:02.259554","2023-05-03 13:29:04.440184","2023-05-03"
CmozK2RSZ84waQAhA0YWAg==,B,"2023-05-03 13:55:37.621483","2023-05-03 14:03:02.149488","2023-05-03"
CmozK2RSZAcwfQAoAz+iAg==,B,"2023-05-03 13:40:21.597454","2023-05-03 13:46:55.199908","2023-05-03"
CmozK2RSZNowoAAgA0FHAg==,B,"2023-05-03 14:44:45.608336","2023-05-03 15:12:13.287662","2023-05-03"
CmozK2RSa4QwsAApA1CKAg==,B,"2023-05-03 14:11:28.810032","2023-05-03 14:17:40.962575","2023-05-03"
CmozK2RSbFow1QAjA1DOAg==,B,"2023-05-03 14:15:37.543404","2023-05-03 14:22:57.633714","2023-05-03"
CmozK2RSbqAyyQArA1GSAg==,A,"2023-05-05 18:58:45.200523","2023-05-05 19:27:54.303827","2023-05-05"
CmozK2RSbqAyyQArA1GSAg==,A,"2023-05-05 21:50:44.602075","2023-05-05 22:12:25.147616","2023-05-05"
CmozK2RSc00wfAAiA1boAg==,B,"2023-05-03 14:44:53.029376","2023-05-03 14:52:37.988773","2023-05-03"
CmozK2RSc8Aw1QAjA18nAg==,B,"2023-05-03 14:46:56.748453","2023-05-03 14:57:34.199690","2023-05-03"
CmozK2RScHIw0AAnA1kWAg==,A,"2023-05-03 14:32:53.386156","2023-05-03 14:38:18.827310","2023-05-03"
CmozK2RSdUYxmQAqA1q/Ag==,A,"2023-05-03 14:53:44.617771","2023-05-03 15:12:08.391298","2023-05-03"
CmozK2RSe8wxmQAqA2fWAg==,A,"2023-05-03 15:21:25.337943","2023-05-03 15:38:35.752143","2023-05-03"
CmozK2RSfYMwfQAoA2YOAg==,A,"2023-05-03 15:28:08.396082","2023-05-03 15:56:31.935674","2023-05-03"
CmozK2RSfdQwsAApA28wAg==,B,"2023-05-03 15:31:42.380650","2023-05-03 15:45:40.522585","2023-05-03"
CmozK2RSh/Mw0AAnA4BZAg==,A,"2023-05-03 16:13:20.389957","2023-05-03 16:24:36.914333","2023-05-03"
CmozK2RShO4wUAAeA3f4Ag==,B,"2023-05-03 16:00:28.153357","2023-05-03 16:05:54.310416","2023-05-03"
CmozK2RShWswTwAfA24VAg==,A,"2023-05-03 16:02:34.017973","2023-05-03 16:12:04.133286","2023-05-03"
CmozK2RShbwwggAkA3N7Ag==,B,"2023-05-03 16:04:14.050640","2023-05-03 16:26:36.390424","2023-05-03"
CmozK2RSi/kzFAAtA4A/Ag==,A,"2023-05-03 16:30:49.619113","2023-05-03 16:39:39.611963","2023-05-03"
CmozK2RSiGwwaQAhA3jFAg==,B,"2023-05-03 16:14:40.070444","2023-05-03 16:21:45.720454","2023-05-03"
CmozK2RSiiUw1QAjA4QlAg==,B,"2023-05-03 16:22:58.409781","2023-05-03 16:30:37.407242","2023-05-03"
CmozK2RSj+0waQAhA4bLAg==,B,"2023-05-03 16:46:52.969437","2023-05-03 16:54:05.397081","2023-05-03"
CmozK2RSjVMw0AAnA4lTAg==,B,"2023-05-03 16:36:19.558012","2023-05-03 16:47:47.914333","2023-05-03"
CmozK2RSkEExbAAlA5BkAg==,A,"2023-05-03 16:50:00.661434","2023-05-03 17:04:53.190190","2023-05-03"
CmozK2RSkRIwUAAeA47sAg==,A,"2023-05-03 16:52:31.978714","2023-05-03 17:08:05.535486","2023-05-03"
CmozK2RSl/MyyQArA5YgAg==,B,"2023-05-03 17:21:44.243182","2023-05-03 17:34:39.075451","2023-05-03"
CmozK2RSl/MyyQArA5YgAg==,B,"2023-05-03 23:09:45.571646","2023-05-03 23:22:27.198521","2023-05-03"
CmozK2RSlJIwggAkA4pyAg==,A,"2023-05-03 17:08:16.660768","2023-05-03 17:20:11.976385","2023-05-03"
CmozK2RSlKMwggAkA4q7Ag==,A,"2023-05-03 17:07:11.089103","2023-05-03 17:30:50.579827","2023-05-03"
CmozK2RSldAxbAAlA5fRAg==,B,"2023-05-03 17:12:03.884183","2023-05-03 17:17:43.982965","2023-05-03"
CmozK2RSmPIxmQAqA5pyAg==,B,"2023-05-03 17:26:39.074899","2023-05-03 17:32:39.816322","2023-05-03"
CmozK2RSn6cw1QAjA6w4Ag==,B,"2023-05-03 17:54:28.982131","2023-05-03 18:00:08.603686","2023-05-03"
CmozK2RSnTYyyQArA6C6Ag==,A,"2023-05-03 17:43:53.652946","2023-05-03 17:58:30.095425","2023-05-03"
CmozK2RSndowfQAoA5iBAg==,A,"2023-05-03 17:46:44.244558","2023-05-03 17:58:13.293543","2023-05-03"
CmozK2RSo6wwTwAfA5+eAg==,A,"2023-05-03 18:11:35.984629","2023-05-03 18:17:57.142335","2023-05-03"
CmozK2RSpA4wTwAfA6CZAg==,B,"2023-05-03 18:12:56.814276","2023-05-03 18:28:48.118632","2023-05-03"
CmozK2RSpUswfQAoA6UcAg==,B,"2023-05-03 18:19:02.317257","2023-05-03 18:25:35.278990","2023-05-03"
CmozK2RSpb8xbAAlA7CeAg==,B,"2023-05-03 18:20:21.665127","2023-05-03 18:29:09.484459","2023-05-03"
CmozK2RSq2UwTwAfA6yfAg==,A,"2023-05-03 18:44:18.860938","2023-05-03 18:55:51.425857","2023-05-03"
CmozK2RSq7cwaQAhA7IeAg==,A,"2023-05-03 18:46:02.103948","2023-05-03 19:14:31.300108","2023-05-03"
CmozK2RSqCEwTwAfA6b3Ag==,A,"2023-05-03 18:30:10.819906","2023-05-03 18:53:40.753688","2023-05-03"
CmozK2RSqRUyyQArA7ORAg==,A,"2023-05-03 18:34:52.031488","2023-05-03 18:44:08.593375","2023-05-03"
CmozK2RSqSkwTwAfA6kOAg==,B,"2023-05-03 18:35:21.074296","2023-05-03 19:02:56.773292","2023-05-03"
CmozK2RSr24y0QAsA7WNAg==,A,"2023-05-03 19:02:32.238946","2023-05-03 19:10:18.957837","2023-05-03"
CmozK2RSrCEw1QAjA8AOAg==,B,"2023-05-03 18:47:41.268871","2023-05-03 19:02:27.966659","2023-05-03"
CmozK2RSrMsxFQAmA7loAg==,A,"2023-05-03 18:51:15.046598","2023-05-03 19:08:14.155574","2023-05-03"
CmozK2RSrfIwTwAfA7EkAg==,B,"2023-05-03 18:56:00.035650","2023-05-03 19:02:31.848099","2023-05-03"
CmozK2RSrgQwUAAeA704Ag==,A,"2023-05-03 18:55:34.558681","2023-05-03 19:17:39.055838","2023-05-03"
CmozK2RSroAyyQArA7zFAg==,A,"2023-05-03 18:58:05.342440","2023-05-03 19:08:42.827002","2023-05-03"
CmozK2RSrvsyyQArA72dAg==,A,"2023-05-03 19:00:01.185478","2023-05-03 19:22:47.851226","2023-05-03"
CmozK2RSsOowUAAeA8FwAg==,B,"2023-05-03 19:07:54.434268","2023-05-03 19:13:13.435952","2023-05-03"
CmozK2RSsrwwoAAgA7/RAg==,B,"2023-05-03 19:15:57.044065","2023-05-03 19:22:37.120429","2023-05-03"
CmozK2RSuQkw0AAnA9I6Ag==,A,"2023-05-03 19:42:56.358595","2023-05-03 20:05:56.221618","2023-05-03"
CmozK2RSucsxmQAqA82hAg==,A,"2023-05-03 19:45:21.601249","2023-05-03 19:57:26.972587","2023-05-03"
CmozK2RSuo0xmQAqA86YAg==,A,"2023-05-03 19:49:07.874142","2023-05-03 19:59:32.439204","2023-05-03"
CmozK2RSv6EwfAAiA9FxAg==,A,"2023-05-03 20:11:35.412559","2023-05-03 20:19:03.341097","2023-05-03"
CmozK2RSvbUyyQArA9ImAg==,A,"2023-05-03 20:02:03.897651","2023-05-03 20:09:12.359157","2023-05-03"
CmozK2RSxUkwfQAoA9EoAg==,B,"2023-05-03 20:35:29.278096","2023-05-03 20:46:59.081363","2023-05-03"
CmozK2RSxdswfQAoA9J4Ag==,A,"2023-05-03 20:36:56.717055","2023-05-03 20:53:37.414296","2023-05-03"
Cms0QWRPl1E+aQAgAwUzAg==,A,"2023-05-01 10:41:49.438139","2023-05-01 10:48:10.016632","2023-05-01"
Cms0QWRPltE+aQAgAwP/Ag==,A,"2023-05-01 10:40:16.781798","2023-05-01 11:04:53.922003","2023-05-01"
Cms0QWRPltE+aQAgAwP/Ag==,A,"2023-05-07 16:45:42.976779","2023-05-07 17:08:54.390937","2023-05-07"
Cms0QWRPm/8+fwAjAxGUAg==,B,"2023-05-01 11:02:29.619511","2023-05-01 11:20:58.974983","2023-05-01"
Cms0QWRPmVw+gAAlAwlRAg==,A,"2023-05-01 10:50:37.838954","2023-05-01 11:03:39.049890","2023-05-01"
Cms0QWRPn+Y+hQAkAx3OAg==,B,"2023-05-01 11:19:26.002244","2023-05-01 11:40:56.830844","2023-05-01"
Cms0QWRPnrI+YAAfAxrtAg==,B,"2023-05-01 11:14:08.495186","2023-05-01 11:21:39.722299","2023-05-01"
Cms0QWRPnrI+YAAfAxrtAg==,B,"2023-05-01 15:03:22.970016","2023-05-01 15:08:38.303302","2023-05-01"
Cms0QWRPod4+cgAiAyKQAg==,B,"2023-05-01 11:29:31.381453","2023-05-01 11:37:43.942123","2023-05-01"
Cms0QWRPowA+WAAhAytgAg==,A,"2023-05-01 14:22:22.705892","2023-05-01 14:43:16.030305","2023-05-01"
Cms0QWRPp70+cgAiAzcWAg==,A,"2023-05-01 11:52:20.679896","2023-05-01 12:21:21.159042","2023-05-01"
Cms0QWRPpKo+YAAfAy45Ag==,B,"2023-05-01 11:38:42.154789","2023-05-01 11:46:04.936388","2023-05-01"
Cms0QWRPpZY+WAAhAzQQAg==,A,"2023-05-01 11:45:22.452724","2023-05-01 11:56:14.512123","2023-05-01"
Cms0QWRPpkc+WAAhAzauAg==,B,"2023-05-01 11:45:56.450421","2023-05-01 11:53:25.549115","2023-05-01"
Cms0QWRPpkc+WAAhAzauAg==,B,"2023-05-05 13:22:07.811492","2023-05-05 13:27:48.681480","2023-05-05"
Cms0QWRPq/E+fwAjA0W3Ag==,A,"2023-05-01 12:10:02.777632","2023-05-01 12:16:43.712695","2023-05-01"
Cms0QWRPq/E+fwAjA0W3Ag==,A,"2023-05-02 15:06:16.370237","2023-05-02 15:23:11.705481","2023-05-02"
Cms0QWRPq/E+fwAjA0W3Ag==,A,"2023-05-08 08:35:38.011121","2023-05-08 08:50:26.175712","2023-05-08"
Cms0QWRPqqI+awAeAz5rAg==,B,"2023-05-01 12:05:01.612418","2023-05-01 12:12:47.315413","2023-05-01"
Cms0QWRPrHg+cgAiA0XyAg==,B,"2023-05-01 12:12:24.189347","2023-05-01 12:31:49.541119","2023-05-01"
Cms0QWRPrNU+WAAhA0pGAg==,B,"2023-05-01 12:15:30.413617","2023-05-01 12:28:15.978504","2023-05-01"
Cms5OWRR+WAfDQAeGZ8VAg==,A,"2023-05-03 06:05:15.728333","2023-05-03 06:21:07.235120","2023-05-03"
Cms5OWRR+yEfDQAgGnvgAg==,B,"2023-05-03 06:12:59.620266","2023-05-03 06:27:56.902371","2023-05-03"
Cms5OWRR/O8fDQAeGbfUAg==,B,"2023-05-03 06:38:13.980897","2023-05-03 06:45:37.175972","2023-05-03"
Cms5OWRR0BIfDgAfGYjRAg==,B,"2023-05-03 03:08:40.410542","2023-05-03 03:20:57.208851","2023-05-03"
Cms5OWRR3eUfDQAgGdtoAg==,A,"2023-05-03 04:10:29.501134","2023-05-03 04:30:49.216678","2023-05-03"
Cms5OWRR3qwfDgAfGcvPAg==,A,"2023-05-03 04:10:23.811905","2023-05-03 04:30:52.747644","2023-05-03"
Cms5OWRR4S8fDgAfGdelAg==,B,"2023-05-03 04:21:43.190200","2023-05-03 04:31:55.819641","2023-05-03"
Cms5OWRR6IgfDgAfGfyNAg==,A,"2023-05-03 04:55:52.011370","2023-05-03 05:07:55.843474","2023-05-03"
Cms5OWRR6kgfDQAgGhZVAg==,B,"2023-05-03 05:05:04.505991","2023-05-03 05:11:13.238919","2023-05-03"
Cms5OWRR7nkfDQAgGi5UAg==,A,"2023-05-03 05:18:27.375385","2023-05-03 05:24:44.678228","2023-05-03"
Cms5OWRR9qgfEwAhGXXbAg==,A,"2023-05-03 05:52:52.536315","2023-05-03 06:00:01.661978","2023-05-03"
Cms5OWRRTUsfDgAfAypyAg==,B,"2023-05-02 17:50:18.125839","2023-05-02 17:56:35.432454","2023-05-02"
Cms5OWRRTh0fDQAgAzCNAg==,B,"2023-05-02 17:54:08.726292","2023-05-02 18:09:21.907220","2023-05-02"
Cms5OWRRVpsfEwAhA4ISAg==,B,"2023-05-02 18:30:50.064833","2023-05-02 18:50:16.111278","2023-05-02"
Cms5OWRRVyAfDQAeA4Y+Ag==,A,"2023-05-02 18:33:14.349877","2023-05-02 18:48:04.831892","2023-05-02"
Cms5OWRRYoMfDQAeA88oAg==,A,"2023-05-02 19:21:38.965091","2023-05-02 19:27:09.074656","2023-05-02"
Cms5OWRRZ2YfDgAfA+irAg==,B,"2023-05-02 19:41:49.906615","2023-05-02 19:54:15.866935","2023-05-02"
Cms5OWRRZFgfDQAgA9myAg==,B,"2023-05-02 19:29:54.127882","2023-05-02 19:35:30.396690","2023-05-02"
Cms5OWRRZZ4fDQAeA+HmAg==,A,"2023-05-02 19:37:52.820184","2023-05-02 19:48:48.006418","2023-05-02"
Cms5OWRRa0EfEwAhA/9/Ag==,B,"2023-05-02 19:58:42.587282","2023-05-02 20:11:38.912466","2023-05-02"
Cms5OWRRa0EfEwAhA/9/Ag==,B,"2023-05-03 08:47:12.881769","2023-05-03 09:09:43.016335","2023-05-03"
Cms5OWRRa7sfDQAeA/9kAg==,A,"2023-05-02 20:03:15.954368","2023-05-02 20:24:00.085612","2023-05-02"
Cms5OWRRaIsfDQAgA/C2Ag==,A,"2023-05-02 19:46:34.829150","2023-05-02 19:51:59.220729","2023-05-02"
Cms5OWRRadYfDQAeA/b0Ag==,A,"2023-05-02 19:52:53.370522","2023-05-02 20:08:04.814751","2023-05-02"
Cms5OWRRbxQfDgAfBR+QAg==,A,"2023-05-02 20:17:53.943756","2023-05-02 20:31:02.239271","2023-05-02"
Cms5OWRRcrcfDgAfBohrAg==,A,"2023-05-02 20:30:15.981666","2023-05-02 20:47:39.441540","2023-05-02"
Cms5OWRRd74fDQAeCE3cAg==,A,"2023-05-02 20:54:02.574880","2023-05-02 21:05:34.321485","2023-05-02"
Cms5OWRRfUofDgAfCtbYAg==,A,"2023-05-02 21:15:27.002174","2023-05-02 21:26:05.061039","2023-05-02"
Cms5OWRRgt8fDQAeDLFPAg==,B,"2023-05-02 21:39:33.103770","2023-05-02 21:51:21.471273","2023-05-02"
Cms5OWRRhdgfDQAeDc+kAg==,A,"2023-05-02 21:51:54.824482","2023-05-02 22:03:51.766775","2023-05-02"
Cms5OWRRiK0fDgAfD8DLAg==,A,"2023-05-02 22:03:29.232730","2023-05-02 22:09:57.210708","2023-05-02"
Cms5OWRRiuQfDQAeD2jNAg==,B,"2023-05-02 22:12:56.379750","2023-05-02 22:23:49.477042","2023-05-02"
Cms5OWRRkEYfDQAgEARvAg==,B,"2023-05-02 22:36:54.418048","2023-05-02 22:52:21.627236","2023-05-02"
Cms5OWRRkkkfDQAeD/mqAg==,B,"2023-05-02 22:46:32.744800","2023-05-02 22:52:04.935211","2023-05-02"
Cms5OWRRl8EfDQAgEp57Ag==,A,"2023-05-02 23:08:28.561029","2023-05-02 23:14:54.484629","2023-05-02"
Cms5OWRRlYQfDQAgEeeEAg==,A,"2023-05-02 23:00:26.506920","2023-05-02 23:21:12.625918","2023-05-02"
Cms5OWRRnBofDgAfFE+wAg==,A,"2023-05-02 23:27:36.850227","2023-05-02 23:32:50.527277","2023-05-02"
Cms5OWRRrJkfEwAhGFL/Ag==,B,"2023-05-03 00:37:10.705803","2023-05-03 00:42:55.969400","2023-05-03"
Cms5OWRRtPQfDQAgGVLEAg==,A,"2023-05-03 01:12:52.380644","2023-05-03 01:24:16.823211","2023-05-03"
Cms5OWRRtT4fDQAgGVO0Ag==,B,"2023-05-03 01:14:37.281996","2023-05-03 01:21:55.949463","2023-05-03"
Cms5OWRRwlwfDQAgGXYeAg==,B,"2023-05-03 02:16:51.621872","2023-05-03 02:23:48.406306","2023-05-03"
Cms5OWRRxzgfDQAgGYZkAg==,B,"2023-05-03 02:31:47.595196","2023-05-03 02:42:19.266891","2023-05-03"
Cms5OWRRxzgfDQAgGYZkAg==,B,"2023-05-03 05:17:57.358618","2023-05-03 05:40:20.032099","2023-05-03"
Cms5OWRRzCgfEwAhGKPGAg==,A,"2023-05-03 02:51:52.505102","2023-05-03 03:09:10.328238","2023-05-03"
Cms5OWRSAL4fEwAhGbklAg==,B,"2023-05-03 06:36:33.857037","2023-05-03 06:50:02.896717","2023-05-03"
Cms5OWRSASYfDgAfGpaBAg==,A,"2023-05-08 08:06:07.638684","2023-05-08 08:11:15.883090","2023-05-08"
Cms5OWRSASYfDgAfGpaBAg==,A,"2023-05-08 10:45:12.839969","2023-05-08 11:01:12.404803","2023-05-08"
Cms5OWRSBEkfDgAfGq7IAg==,A,"2023-05-03 06:51:18.571613","2023-05-03 07:00:30.844658","2023-05-03"
Cms5OWRSC94fEwAhGgWdAg==,B,"2023-05-03 07:23:47.697185","2023-05-03 07:38:51.671249","2023-05-03"
Cms5OWRSCXMfDQAgGtnyAg==,B,"2023-05-03 07:15:22.557887","2023-05-03 07:45:22.487414","2023-05-03"
Cms5OWRSCgofDQAeGhFTAg==,A,"2023-05-03 07:16:09.979922","2023-05-03 07:23:32.217240","2023-05-03"
Cms5OWRSCwwfEwAhGf+2Ag==,B,"2023-05-03 07:20:58.475557","2023-05-03 07:34:02.713163","2023-05-03"
Cms5OWRSDZQfDQAgGvcCAg==,A,"2023-05-03 07:30:50.071448","2023-05-03 07:40:11.330797","2023-05-03"
Cms5OWRSDnYfDQAgGv2aAg==,B,"2023-05-03 07:34:52.924830","2023-05-03 07:55:37.238322","2023-05-03"
Cms5OWRSELkfDQAeGkGJAg==,A,"2023-05-03 07:44:41.714637","2023-05-03 07:49:49.198488","2023-05-03"
Cms5OWRSEQYfDgAfGwsRAg==,A,"2023-05-03 07:46:27.721642","2023-05-03 07:59:50.216739","2023-05-03"
Cms5OWRSElYfDQAgGxTkAg==,B,"2023-05-03 07:51:44.768518","2023-05-03 08:16:17.186104","2023-05-03"
Cms5OWRSEtMfEwAhGjdiAg==,A,"2023-05-03 07:53:56.547967","2023-05-03 07:59:22.629335","2023-05-03"
Cms5OWRSFScfDQAeGmMSAg==,B,"2023-05-03 08:03:47.600830","2023-05-03 08:12:21.166359","2023-05-03"
Cms5OWRSFnAfDQAeGm6VAg==,A,"2023-05-03 08:09:22.490277","2023-05-03 08:19:15.484608","2023-05-03"
Cms5OWRSFoYfDQAeGm8WAg==,B,"2023-05-03 08:10:17.210270","2023-05-03 08:16:47.493642","2023-05-03"
Cms5OWRSGK0fDQAgG0RqAg==,A,"2023-05-03 08:18:23.158259","2023-05-03 08:25:26.961587","2023-05-03"
Cms5OWRSGRUfDQAgG0eKAg==,B,"2023-05-03 08:19:57.704471","2023-05-03 08:39:30.283786","2023-05-03"
Cms5OWRSGTQfDQAeGoHsAg==,A,"2023-05-03 08:20:35.336760","2023-05-03 08:27:18.830681","2023-05-03"
Cms5OWRSHJQfDgAfG2R+Ag==,A,"2023-05-03 08:35:01.073911","2023-05-03 08:50:17.368907","2023-05-03"
Cms5OWRSHQ8fDQAgG2YeAg==,A,"2023-05-03 08:36:54.195677","2023-05-03 08:43:50.626678","2023-05-03"
Cms5OWRSIAsfDQAgG38dAg==,B,"2023-05-03 08:49:36.243589","2023-05-03 09:18:53.870454","2023-05-03"
Cms5OWRSIDsfDgAfG37oAg==,B,"2023-05-03 08:54:25.909573","2023-05-03 09:22:04.506330","2023-05-03"
Cms5OWRSKhUfEwAhGu9cAg==,A,"2023-05-03 09:40:42.465005","2023-05-03 09:47:47.886013","2023-05-03"
Cms5OWRSLoQfDQAgG++MAg==,A,"2023-05-03 09:52:47.087361","2023-05-03 09:59:14.744335","2023-05-03"
Cms5OWRSMGofDQAeGy2yAg==,A,"2023-05-03 09:59:56.965270","2023-05-03 10:08:44.068657","2023-05-03"
Cms5OWRSMMUfEwAhGx+iAg==,B,"2023-05-03 10:01:11.200542","2023-05-03 10:07:51.270722","2023-05-03"
Cms5OWRSMgUfDQAeGzvOAg==,A,"2023-05-03 10:06:11.410319","2023-05-03 10:17:44.757251","2023-05-03"
Cms5OWRSNbMfDQAgHCf8Ag==,A,"2023-05-03 12:12:09.637641","2023-05-03 12:18:21.422496","2023-05-03"
Cms5OWRSNbMfDQAgHCf8Ag==,A,"2023-05-03 13:39:51.837145","2023-05-03 13:52:42.872417","2023-05-03"
Cms5nGRP+BArAwAkA9DmAg==,B,"2023-05-01 17:34:40.924496","2023-05-01 17:41:14.965991","2023-05-01"
Cms5nGRP+IAplQAfA9QLAg==,A,"2023-05-01 17:36:28.147891","2023-05-01 17:46:38.933612","2023-05-01"
Cms5nGRP+McrAwAkA9JuAg==,B,"2023-05-01 17:38:21.042298","2023-05-01 17:48:45.524682","2023-05-01"
Cms5nGRP+PkppQAgA80aAg==,B,"2023-05-01 17:39:10.222448","2023-05-01 17:52:29.926202","2023-05-01"
Cms5nGRP+lAplQAfA9pwAg==,B,"2023-05-01 17:46:32.798812","2023-05-01 18:01:00.030606","2023-05-01"
Cms5nGRP+oIppQAgA9IWAg==,B,"2023-05-01 17:45:02.980098","2023-05-01 18:04:36.120918","2023-05-01"
Cms5nGRP+y4rAwAkA9onAg==,A,"2023-05-01 17:48:28.588847","2023-05-01 18:13:52.587770","2023-05-01"
Cms5nGRP+yQplQAfA95UAg==,A,"2023-05-01 17:49:44.895830","2023-05-01 18:00:02.130560","2023-05-01"
Cms5nGRP+zsppQAgA9Q6Ag==,B,"2023-05-01 17:48:02.839685","2023-05-01 18:02:35.353656","2023-05-01"
Cms5nGRP/2IpngAhA+aAAg==,A,"2023-05-01 18:06:03.729060","2023-05-01 18:21:38.808572","2023-05-01"
Cms5nGRP/SIppQAgA9qMAg==,B,"2023-05-01 17:58:18.975006","2023-05-01 18:05:58.144349","2023-05-01"
Cms5nGRP/iwppQAgA95wAg==,B,"2023-05-01 18:00:41.091454","2023-05-01 18:14:05.413923","2023-05-01"
Cms5nGRP0b8plQAfA1r0Ag==,B,"2023-05-01 14:51:27.863280","2023-05-01 14:57:19.431554","2023-05-01"
Cms5nGRP13oplwAeA3G6Ag==,B,"2023-05-01 15:15:55.612853","2023-05-01 15:38:48.944507","2023-05-01"
Cms5nGRP1gIqigAlA2QWAg==,A,"2023-05-01 15:09:47.010789","2023-05-01 15:19:42.833677","2023-05-01"
Cms5nGRP1j4psQAiA21uAg==,B,"2023-05-01 15:10:20.099847","2023-05-01 15:22:54.326374","2023-05-01"
